Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
FLIC,First Of Long Island Corp.,Financial Services,18.495,0.0454176805,0.05,0.0696103757,0.806108412,424.168655,9.213046374,0.40712546,0.474727086,21.96,15.94
FLO,"Flowers Foods, Inc.",Consumer Defensive,27.835,0.0316148734,0.0476190476,0.0529184891,0.860059077,5877.945894,26.82535925,0.835008813,0.370166843,30.16,23.72
FNF,Fidelity National Financial Inc,Financial Services,41.33,0.0425840794,0.0227272727,0.0844717712,1.739631993,11209.11902,7.001323558,0.304664097,0.958036837,53.83,33.8
FRME,First Merchants Corp.,Financial Services,41.71,0.0290859022,0.103448276,0.121955145,1.236150844,2531.411775,12.77690626,0.352179728,0.621979757,44.71,33.55
FRT,Federal Realty Investment Trust.,Real Estate,108.255,0.039905778,0.00934579439,0.0155112784,4.242230857,8899.746804,0,N/A,0.862729433,131.33,85.52
FUL,H.B. Fuller Company,Basic Materials,74.015,0.0102681889,N/A,N/A,0.734376453,3984.60936,21.7869176,0.221197727,0.985280406,81.41,57.05
GATX,GATX Corp.,Industrials,112.35,0.0185135737,0.04,0.0339752265,2.064429916,3952.256,23.45552522,0.440176954,0.753146183,125.63,84.57
GD,General Dynamics Corp.,Industrials,242.89,0.0207501338,0.0588235294,0.0844717712,3.758792982,68005.77764,20.30023213,0.312971939,0.589304537,256.86,197.35
GFF,Griffon Corp.,Industrials,39.27,0.00929160653,0.111111111,0.0739409238,0.35586853,2185.563877,N/A,N/A,1.158655917,39.77,16.18
GGG,Graco Inc.,Industrials,70.28,0.0133750711,0,0.0964799213,0.835659196,11802.08692,25.95662254,0.318953892,0.904101231,75.65,56.08
GL,Globe Life Inc,Financial Services,121.37,0.00675620005,0.0506329114,0.053366794,0.827676524,11806.6604,16.72101764,0.116738579,0.685159495,123.85,87.36
GLW,"Corning, Inc.",Technology,36.3,0.0297520661,0.125,0.0844717712,1.067221339,30905.94768,16.80584431,0.485100609,0.998631134,42.17,28.75
GNTX,Gentex Corp.,Consumer Cyclical,28.385,0.01691034,0,0.0175545772,0.476806287,6669.170411,21.38501756,0.353189842,0.951835021,35.02,23.18
GPC,Genuine Parts Co.,Consumer Cyclical,169.49,0.0211221901,0.0981595092,0.0444751404,3.550837885,23849.20991,20.09667784,0.4267834,0.723469658,187.73,112.84
GRC,Gorman-Rupp Co.,Industrials,27.52,0.0254360465,0.0294117647,0.0696103757,0.678803057,719.696377,47.00518429,1.156984927,0.730798641,40.93,22.53
GS,"Goldman Sachs Group, Inc.",Financial Services,370.84,0.0269658074,0.25,0.272259637,8.927871933,125274.4795,9.357221354,0.238076585,0.958668767,387.04,273.96
GWW,W.W. Grainger Inc.,Industrials,565.3,0.0121705289,0.0617283951,0.048088384,6.72991876,28930.02424,20.00693239,0.238988592,0.742730846,611.02,436.57
HBAN,"Huntington Bancshares, Inc.",Financial Services,14.365,0.0431604595,0,0.070995886,0.609549082,21136.05684,11.21276225,0.47621022,0.95179085,17.01,11.41
HBNC,Horizon Bancorp Inc (IN),Financial Services,15.61,0.0392648107,0.0666666667,0.0129913682,0.621169305,695.049944,7.420356408,0.29026603,0.712639652,22.95,14.35
HCSG,"Healthcare Services Group, Inc.",Healthcare,13.605,0.0632120544,0.0238095238,0.023687507,0.834125458,999.07668,48.5554374,3.013459023,0.806622265,19.69,11.55
HD,"Home Depot, Inc.",Consumer Cyclical,332,0.0228915663,0.151515152,0.130272797,7.529462513,337696.6418,19.75411768,0.454129223,0.93640636,372.63,261.21
HEI,Heico Corp.,Industrials,163.64,0.00116065284,N/A,N/A,0.189940838,19415.98944,55.21003608,0.0744866031,0.872786269,165.68,126.78
HFWA,Heritage Financial Corp.,Financial Services,29.78,0.0274621112,0,0.0696103757,0.831003485,1062.254544,13.49271599,0.374325894,0.506845993,34.34,22.6
HI,Hillenbrand Inc,Industrials,46.375,0.0189757412,0.0114942529,0.0117679451,0.866031204,3180.190108,15.35581897,0.306018093,1.028130126,53.3,35.85
HIFS,Hingham Institution For Savings,Financial Services,292.64,0.00816329641,0.105263158,0.106398022,2.391845849,617.058,0,N/A,0.705094061,406.58,241.82
HMN,Horace Mann Educators Corp.,Financial Services,37.7,0.0335893685,0.0322580645,0.0234367875,1.26329615,1538.184875,27.27278147,0.942758321,0.431836877,41.51,32.03
HNI,HNI Corp.,Industrials,30.4,0.0421052632,0.0322580645,0.0234367875,1.251330234,1282.690663,11.07668036,0.461745474,0.928517257,42.91,26.22
HOMB,Home Bancshares Inc,Financial Services,23.13,0.0279815636,0.178571429,0.0844717712,0.653369509,4762.728454,18.11391711,0.460119373,0.84115899,26.07,19.42
HON,Honeywell International Inc,Industrials,213.51,0.0192965201,0.0510204082,0.0669306475,3.92157238,145208.1557,27.01547082,0.502121944,0.798470736,220.96,164.89
HPQ,HP Inc,Technology,27.825,0.0377358491,0.05,0.135103959,0.999817004,28040.26248,8.754374797,0.327808854,1.244152053,40.48,23.86
HRL,Hormel Foods Corp.,Consumer Defensive,46.175,0.0238224147,0.0576923077,0.079608473,1.031545109,25425.11775,25.42544828,0.566783027,0.252184911,54.5,43.72
HSY,Hershey Company,Consumer Defensive,225.64,0.0183478107,0.149833518,0.0956987929,3.848889123,45976.8852,20.80008424,0.502465943,0.315432381,242.64,187.6
HUBB,Hubbell Inc.,Industrials,231.975,0.0193124259,0.0666666667,0.0778180677,4.239624596,12599.92454,22.6129299,0.412816416,0.850620836,263.3,167.2
HUM,Humana Inc.,Healthcare,500.69,0.00629131798,0.125,0.095105882,3.142544419,62577.27118,22.29329219,0.143103116,0.472358715,570.43,361.33
HWKN,Hawkins Inc,Basic Materials,37.97,0.0143200928,N/A,N/A,0.557194811,817.866722,13.98636572,0.200429788,0.636959846,47.63,33.06
IBM,International Business Machines Corp.,Technology,145.04,0.0455046884,0.00609756098,0.0192448765,6.47215791,131595.5921,104.2754296,4.494554104,0.548061995,153.21,114.18
IBOC,International Bancshares Corp.,Financial Services,45.45,0.0260456838,N/A,N/A,1.192110947,2842.948901,11.31089773,0.299525364,0.71704136,53.71,37.5
IDA,"Idacorp, Inc.",Utilities,107.83,0.0293053881,0.0533333333,0.0601199708,3.007732053,5492.032709,21.99223432,0.610087638,0.492422212,116.39,92.82
IEX,Idex Corporation,Industrials,237.04,0.0101248734,0.111111111,0.0688987248,2.389856623,17818.237,30.95297878,0.316118601,0.83229773,245.6,170.67
IFF,International Flavors & Fragrances Inc.,Basic Materials,115.03,0.0281665652,0.0253164557,0.0325882662,3.16325209,29473.63645,N/A,N/A,0.933134864,142,82.49
INDB,Independent Bank Corp.,Financial Services,81.605,0.0251857196,0.145833333,0.0767523259,2.060191867,3733.535641,19.80949765,0.492868868,0.587345678,91.05,73.17
INGR,Ingredion Inc,Consumer Defensive,99.68,0.0284911717,0.0923076923,0.0342402125,2.689853717,6580.44272,14.78751173,0.407553593,0.59871406,101.25,77.58
