Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
ARE,Alexandria Real Estate Equities Inc.,Real Estate,126.47,0.040483909,0.049586777,0.055374016,4.880290983,21960.2182,237.5515793,9.02253833,1.311931292,134.11,89.84
ARTNA,Artesian Resources Corp.,Utilities,34.99,0.033152329,0.04058908,0.033327514,1.124522204,333.846835,19.99202558,0.673366589,0.564352678,56.07,33.84
ASB,Associated Banc-Corp.,Financial Services,20.62,0.042677013,0.047619048,0.052918489,0.845530495,3095.934523,18.16607123,0.748257075,1.396941442,21.92,13.78
ASH,Ashland Inc,Basic Materials,95.71,0.016059347,0.149253731,0.069610376,1.52981343,4772.048366,29.09785589,0.440868424,0.691967824,103.28,70.18
ATO,Atmos Energy Corp.,Utilities,116.1,0.027734711,0.087837838,0.089249365,3.058799659,17583.38488,19.01455326,0.486295653,0.389230083,122.73,99.57
ATR,Aptargroup Inc.,Consumer Cyclical,142.96,0.012590935,0.078947368,0.026351854,1.602377527,9368.400189,32.93085515,0.377030006,0.697087501,145.14,110.53
ATRI,Atrion Corp.,Healthcare,437,0.0201373,0.023255814,0.102599478,8.597895463,750.109994,38.64355233,0.7802083,0.603102605,642.74,267.97
AUB,Atlantic Union Bankshares Corp,Financial Services,34.65,0.035192686,0.066666667,0.050611122,1.222241991,2607.669612,13.72818959,0.483099601,1.575632842,37.5,22.38
AVA,Avista Corp.,Utilities,33.74,0.056312982,0.032608696,0.04156021,1.817984945,2631.700937,15.37388093,0.811600422,0.638552192,42.86,29.71
AVGO,Broadcom Inc,Technology,1351.58,0.015537371,0.141304348,0.146522774,19.46992872,627226.7416,53.91788375,0.730578939,1.825985111,1426,581.35
AVNT,Avient Corp,N/A,41.87,0.024599952,0.04040404,0.057178992,1.000294514,3771.174855,49.81736929,1.213066352,1.503946589,42.37,27.37
AVY,Avery Dennison Corp.,Industrials,217.31,0.014909576,N/A,N/A,3.220763159,17358.58697,34.51011326,0.519477929,0.979006966,219.76,156.24
AWK,American Water Works Co. Inc.,Utilities,117.14,0.024159126,0.080152672,0.071892638,2.806198749,22932.43893,24.29283785,0.573864775,0.727506741,150.19,112.94
AWR,American States Water Co.,Utilities,70.45,0.024414478,0.081761006,0.093521062,1.674043413,2631.010783,21.12430275,0.498227206,0.54472239,93.16,70.17
AXS,Axis Capital Holdings Ltd,Financial Services,63.75,0.027607843,0,0.019244876,2.166843187,5310.02824,15.34503974,0.539015718,0.292203575,64.42,50.02
BAH,Booz Allen Hamilton Holding Corp,Industrials,146.13,0.013960172,0.085106383,0.172650162,1.909753084,19151.7864,46.7883614,0.612100348,0.738789802,150.59,88.41
BANF,Bancfirst Corp.,Financial Services,85.87,0.020030278,0.075,0.074655932,1.638071809,2825.943978,13.30075061,0.258370948,1.297828017,102.08,66.58
BBY,Best Buy Co. Inc.,Consumer Cyclical,80.72,0.046580773,0.02173913,0.134570716,3.632824138,17588.04472,14.17247761,0.639581714,1.200292487,85.08,60.79
BC,Brunswick Corp.,Consumer Cyclical,92.99,0.018066459,0.05,0.148698355,1.608357351,6348.176,15.1003235,0.269858616,1.421337201,99.2,65.82
BCPC,Balchem Corp.,Basic Materials,153.63,0.005142225,N/A,N/A,0.790000021,5847.415048,53.8718761,0.235820902,,159.52,21.76
BDX,Becton Dickinson & Co.,Healthcare,241.67,0.015723921,0.043956044,0.042909386,3.698373747,71142.1175,58.36104799,0.880565178,0.523317994,284.02,228
BEN,"Franklin Resources, Inc.",Financial Services,27.31,0.045404614,0.033333333,0.035804204,1.189998469,14411.89035,15.51667781,0.629628819,1.403071401,30,21.65
BF.B,Brown-Forman Corp.,Consumer Defensive,50.86,0.017105781,0.059854015,0.055820178,0.842003816,24235.81132,25.11483039,0.418907371,0.794563805,70.51,50.89
BIP,Brookfield Infrastructure Partners L.P,Utilities,29.27,0.055346771,0.058823529,N/A,1.655965211,13568.12622,0,N/A,1.467287096,35.83,20.43
BK,Bank Of New York Mellon Corp,Financial Services,56.54,0.029713477,0.135135135,0.084471771,1.60948536,42514.64446,13.93465895,0.41588769,0.944427122,57.45,38.59
BKH,Black Hills Corporation,Utilities,52.83,0.049214461,0.04,0.051778759,2.479791978,3568.128099,13.60842143,0.634217897,0.678564583,63.86,45.3
BLK,Blackrock Inc.,Financial Services,816.21,0.024993568,0.02,0.090966079,19.90605856,122852.2349,22.32865046,0.545222091,1.210079917,845,588.58
BMI,Badger Meter Inc.,Industrials,158.57,0.006810872,0.2,0.124746113,1.03239605,4703.771009,50.79776031,0.328788551,0.729492121,169.97,116.27
BMRC,Bank of Marin Bancorp,Financial Services,16.16,0.061881188,0,0.056421622,0.959882437,259.741206,13.0556022,0.774098739,1.231707205,22.61,11.89
BMY,Bristol-Myers Squibb Co.,Healthcare,52.25,0.045933014,0.052631579,0.079129286,2.274147016,105249.5801,13.11521247,0.589157258,0.443657995,68.93,47.58
BOKF,BOK Financial Corp.,Financial Services,87.73,0.025076941,0.018518519,0.019244876,2.135333904,5687.149864,10.80194773,0.26625111,1.332185717,90.51,60.62
BR,"Broadridge Financial Solutions, Inc.",Technology,202.34,0.015814965,0.103448276,0.105273226,3.106491911,23967.82429,35.04580244,0.541200681,0.773337819,209.41,137.01
BRC,Brady Corp.,Industrials,59.12,0.015899865,0.02173913,0.020332654,0.924255639,2623.971655,13.99250058,0.242586782,0.542091993,63.02,46.32
BRO,"Brown & Brown, Inc.",Financial Services,85.9,0.006053551,N/A,N/A,0.488777909,24578.96022,28.67354202,0.160255052,0.62693235,87,55.03
CADE,Cadence Bank,Financial Services,27.98,0.033561899,0.063829787,0.073940924,0.94241811,5129.236485,13.79991844,0.466543619,1.805963236,31.17,16.3
CAH,"Cardinal Health, Inc.",Healthcare,111.01,0.018016395,0.009885011,0.010001579,1.98169724,27001.31232,42.25557483,0.783279541,0.331287743,116.04,69.69
CASS,Cass Information Systems Inc,Industrials,46.04,0.026064292,0.034482759,0.029033661,1.156619496,634.282257,21.10124277,0.530559402,0.858665917,49.62,33.11
CASY,"Casey`s General Stores, Inc.",Consumer Defensive,319.38,0.005385434,0.131578947,0.081967191,1.662268259,11719.2706,24.87935437,0.132135792,0.525773986,319.98,209.1
CAT,Caterpillar Inc.,Industrials,355.95,0.014608793,0.083333333,0.047662081,5.063828022,178840.134,17.30431872,0.251681313,1.248431016,365.52,201.06
CATC,Cambridge Bancorp,Financial Services,65.71,0.040785269,N/A,N/A,2.593249171,517.3935,15.16882641,0.596149235,1.153637685,72.18,40.56
CB,Chubb Limited,Financial Services,255.61,0.013458002,0.036144578,0.027749887,3.421453812,103675.43,11.48376495,0.156947423,0.365983471,260.09,181.66
CBOE,Cboe Global Markets Inc.,Financial Services,179.41,0.012262416,0.1,0.121502379,2.131045647,19101.81602,25.21691883,0.298884382,0.103946546,197.88,127.04
CBSH,"Commerce Bancshares, Inc.",Financial Services,51.39,0.021015762,0,0.007576624,1.01821787,6632.825846,14.02825573,0.279730184,1.216905778,56.47,38.36
CBT,Cabot Corp.,Basic Materials,89.52,0.017589185,0.081081081,0.027066087,1.587775761,5003.730192,11.55595887,0.206472791,1.240767264,91.17,62.73
CBU,"Community Bank System, Inc.",Financial Services,45.48,0.039577836,0.022727273,0.034393501,1.76459358,2423.8485,18.43553245,0.720242277,1.309268693,53.86,34.72
CCOI,Cogent Communications Holdings Inc,Communication Services,62.92,0.061347743,0.043243243,0.099702501,3.643121294,2972.622004,2.33432252,0.136856548,0.554040343,83.55,52.65
CE,Celanese Corp,Basic Materials,167.91,0.0166756,0,0.024569138,2.778117225,18453.70133,9.415153741,0.155028863,1.387311118,169.51,97.32
CFR,Cullen Frost Bankers Inc.,Financial Services,106.82,0.034450477,0.057471264,0.053187984,3.598967914,6835.279939,11.68393962,0.396362105,1.43565511,118.16,81.56
CHCO,City Holding Co.,Financial Services,101.57,0.028157921,0.1,0.061710309,2.674301781,1512.051991,13.34214535,0.351419419,0.847709791,114.34,79.03
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,102.99,0.011069036,0.041284404,0.045179526,1.096482436,25512.43915,33.76447744,0.359502438,0.249929194,105.67,81.77
CHDN,"Churchill Downs, Inc.",Consumer Cyclical,117.65,0.00324361,N/A,N/A,0.381999999,8678.382619,20.79650759,0.069708029,,149.46,105.75
CHE,Chemed Corp.,Healthcare,644.8,0.00248139,0.052631579,0.045639553,1.578375245,9806.760571,35.98692363,0.088029852,0.372330852,654.62,492.17
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,74.82,0.033012563,0,0.040571594,2.384633005,8704.854897,26.77354188,0.876703311,0.752272577,100.22,69.11
CINF,Cincinnati Financial Corp.,Financial Services,120.76,0.026747267,0.08,0.076612452,3.012956253,18395.60641,9.98133826,0.258401051,0.770088643,120.56,90.8
CL,Colgate-Palmolive Co.,Consumer Defensive,88.64,0.022563177,0.021276596,0.022243967,1.902213199,73425.06198,31.92393999,0.686719566,0.24434992,89.36,66.78
CLX,Clorox Co.,Consumer Defensive,150.52,0.03188945,0.016949153,0.045639553,4.718198434,18709.0297,233.8628712,7.343499508,0.449516416,173.69,113.72
CMCSA,Comcast Corp,Communication Services,42.64,0.029080675,0.074074074,0.066683901,1.139127856,169353.5301,11.00555823,0.307042549,0.833270371,47.11,34.89
CME,CME Group Inc,Financial Services,215.19,0.021376458,0.045454545,0.06232104,9.431322205,77225.40905,24.24202946,1.064483319,0.228421231,220.8,160.92
CMI,Cummins Inc.,Industrials,287.76,0.023352794,0.070063694,0.08063962,6.543187482,41186.71696,56.0363496,1.270521841,0.838174176,297.11,198.93
CMS,CMS Energy Corporation,Utilities,58.61,0.035147586,0.056410256,0.061292653,1.951638816,17609.49927,20.07924661,0.648384989,0.41524699,62.11,48.97
CNO,CNO Financial Group Inc,Financial Services,26.86,0.022405032,0.071428571,0.063995313,0.594853592,2893.733644,10.4655828,0.243792456,1.139072719,28.23,19.48
CNS,Cohen & Steers Inc.,Financial Services,74.49,0.031682105,0.035087719,0.086319264,2.269326073,3728.744177,28.89401837,0.87281772,1.463653205,77.95,49.12
COR,Cencora Inc.,Real Estate,242.06,0.008427663,N/A,N/A,1.987638978,48374.3833,25.90955525,0.216518407,0.047111454,243.83,155.87
COST,Costco Wholesale Corp,Consumer Defensive,730.96,0.005581701,0,0.094302429,3.926083559,325886.7657,47.96684805,0.256942641,0.788890623,787.08,449.91
CPK,Chesapeake Utilities Corp,Utilities,105.06,0.022463354,0.102803738,0.078150522,2.34035534,2331.694562,26.73593728,0.494789713,0.632729081,130.12,82.86
CSCO,"Cisco Systems, Inc.",Technology,49.68,0.032206119,0.026315789,0.021878619,1.525355383,201568.5328,14.99542723,0.463633855,0.709734771,56.47,43.55
CSL,Carlisle Companies Inc.,Industrials,387.31,0.008778498,0.133333333,0.162711015,3.286730527,18501.12537,24.10884202,0.215806338,1.180544934,390.87,201.2
CSX,CSX Corp.,Industrials,36.84,0.013029316,0.090909091,N/A,0.445643856,73173.66767,19.69681499,0.240888571,0.710715008,39.87,27.95
CTAS,Cintas Corporation,Industrials,635.66,0.008495107,N/A,N/A,5.164062539,64815.88183,45.44862992,0.374478792,0.943950446,644.96,428.99
CTBI,"Community Trust Bancorp, Inc.",Financial Services,40.68,0.045231072,0.045454545,0.038950477,1.759736177,727.501674,9.32646626,0.403609215,0.889372342,44.71,29.77
CTO,CTO Realty Growth Inc,Real Estate,16.67,0.091181764,0,0.281380711,1.469972976,381.359658,503.1130056,43.74919571,0.699663582,17.3,14.35
CUBE,CubeSmart,Real Estate,43.07,0.047364755,0.040816327,0.097700949,1.946676159,9859.760074,24.00387595,1.069602285,0.907589389,47.81,32.82
CVX,Chevron Corp.,Energy,156.47,0.04166933,0.079470199,0.064947329,6.066041318,287245.2483,13.44214742,0.533512869,0.465787918,168.08,138.11
CWT,California Water Service Group,Utilities,45.7,0.024507659,0.076923077,0.072304643,1.05136068,2665.746773,51.35225238,1.154073195,0.629921287,60.32,44.56
DCI,Donaldson Co. Inc.,Industrials,73.73,0.013563,0.086956522,0.035485788,0.994181204,8978.333183,23.85316999,0.324895818,0.871284402,75.02,56.61
DDS,Dillard`s Inc.,Consumer Cyclical,441.27,0.002266186,0.25,0.107566343,0.865615141,5471.878651,7.037505451,0.018643445,1.44302095,459,257.97
DFS,Discover Financial Services,Financial Services,125.26,0.022353505,N/A,N/A,2.77154817,31511.0373,11.02169895,0.246141045,1.142061334,127.9,77.96
DGX,"Quest Diagnostics, Inc.",Healthcare,129.28,0.02289604,0.075757576,0.060221229,2.817053993,14314.45299,16.84053292,0.374608244,0.17903698,146.23,118.27
DLR,Digital Realty Trust Inc,Real Estate,137.83,0.035405935,0,0.024677535,4.815971816,43255.78141,47.63254549,1.638085652,1.309363706,152.87,83.05
DOV,Dover Corp.,Industrials,175.36,0.011633212,0.00990099,0.012198729,2.024831683,24234.57143,22.93142444,0.269259532,1.058378543,178.28,126.39
DTE,DTE Energy Co.,Utilities,108.42,0.037631433,0.070866142,0.015391849,3.8922597,22529.99792,16.16212189,0.574927578,0.388166806,113.57,88.49
DUK,Duke Energy Corp.,Utilities,94.84,0.043230704,0.019900498,0.020192178,4.01177807,72987.62189,26.68651623,1.130078329,0.346443818,98.79,81.19
ECL,"Ecolab, Inc.",Basic Materials,227.07,0.010040957,0.075471698,0.043814691,2.191268826,65551.05914,47.76729516,0.457467396,0.647258906,229.8,155.87
ED,"Consolidated Edison, Inc.",Utilities,88.5,0.037514124,0.024691358,0.023220599,3.215549831,30612.18875,12.15251637,0.44598472,0.304237311,97.36,78.98
EGP,"Eastgroup Properties, Inc.",Real Estate,179.11,0.028362459,0.016,0.120196586,4.986256668,8677.744418,43.28246364,1.128112368,0.927628845,188.55,152.54
EIX,Edison International,Utilities,69.23,0.045067167,0.057627119,0.049536875,2.944362637,26758.35207,22.35451301,0.946740398,0.576374714,73.25,58.18
ELS,Equity Lifestyle Properties Inc.,Real Estate,63.93,0.029876427,0.091463415,N/A,1.772375131,12060.45329,38.38573763,1.100854119,0.693449853,73.58,60.09
ELV,Elevance Health Inc,N/A,510.36,0.012775296,N/A,N/A,6.041743056,119572.895,19.97208869,0.23956158,0.421046121,519.37,408.05
EMN,Eastman Chemical Co,Basic Materials,99.26,0.032641547,0.025316456,0.05491791,3.157177971,11204.08173,12.5325299,0.421519088,1.002070419,98,67.67
EMR,Emerson Electric Co.,Industrials,111.73,0.01879531,0.009615385,0.013894214,2.073333199,64186.46,5.822429245,0.107929891,0.92696506,113.35,75.69
ENSG,Ensign Group Inc,Healthcare,123.11,0.001949476,0.043478261,0.047831688,0.232105812,7015.218736,33.50168213,0.063590633,0.602553414,127.58,86.83
EPD,Enterprise Products Partners L P,Energy,28.95,0.071157168,0.051020408,0.03197912,1.950366014,62575.55757,11.42098149,0.780146406,0.310724615,29.09,23.41
ERIE,Erie Indemnity Co.,Financial Services,404.71,0.012601616,0.071428571,0.072145026,4.785265947,18485.3269,41.44125334,0.564966464,0.263166,420.34,196.36
ES,Eversource Energy,Utilities,57.52,0.049721836,0.059259259,0.059718344,2.694088554,20303.58094,N/A,N/A,0.722334554,77.96,50.85
ESS,"Essex Property Trust, Inc.",Real Estate,239.53,0.040913456,0.05,0.03446422,9.103775277,15536.60424,38.28399985,1.440470772,0.897608618,251.77,190.2
ETN,Eaton Corporation plc,Industrials,311.88,0.011029883,0.093023256,0.057727756,3.501742285,126473.71,39.30196085,0.43662622,1.236792856,317.02,152.88
EVR,Evercore Inc,Financial Services,192.36,0.015803701,N/A,N/A,3.018143958,7429.547988,29.08085591,0.473805959,1.267218524,198.99,102.06
EVRG,Evergy Inc,Utilities,51.42,0.049980552,0.048979592,0.062272416,2.4496746,11860.97363,16.21902589,0.772768013,0.413339742,60.25,45.16
EXPD,"Expeditors International Of Washington, Inc.",Industrials,120.06,0.011494253,N/A,N/A,1.376016748,17511.10472,23.25873306,0.274654042,0.947065968,131.17,102.63
EXR,Extra Space Storage Inc.,Real Estate,140.5,0.046120996,0,0.124746113,6.368120819,29908.17867,37.29348137,1.343485405,1.009426173,163.18,98.97
FAF,First American Financial Corp,Financial Services,57.62,0.03679278,0.019230769,0.047623703,2.082149869,5992.172,27.63916974,1.005869502,0.962519663,64.94,48.67
FAST,Fastenal Co.,Industrials,77.01,0.020257109,0.114285714,0.121316945,1.409332855,44691.37817,38.69383391,0.697689532,0.758996615,79.04,47.61
FCBC,First Community Bankshares Inc.,Financial Services,33.6,0.034052216,0,0.030128963,1.130193053,613.039081,12.76632822,0.424884606,0.84260673,38.55,21.14
FDS,Factset Research Systems Inc.,Financial Services,444.73,0.008814337,0.101123596,0.063600948,3.907339306,17042.13517,35.50962677,0.316127776,0.797621633,488.64,378.47
FELE,"Franklin Electric Co., Inc.",Industrials,104.28,0.009589567,0.111111111,0.115101503,0.918179988,4834.14,25.1030264,0.223401457,0.987728035,106.08,81.76
FFIN,"First Financial Bankshares, Inc.",Financial Services,31.08,0.023166023,0.058823529,0.084471771,0.70831164,4441.010582,22.3192157,0.513269305,1.450210102,32.77,22.3
FITB,Fifth Third Bancorp,Financial Services,36.25,0.03862069,0.060606061,0.097309332,1.314040798,24776.03999,11.20074141,0.408087204,1.434856972,37.36,20.87
FIX,"Comfort Systems USA, Inc.",Industrials,318.92,0.002872331,0.428571429,0.201124434,0.923684118,11473.9744,35.47942288,0.10251766,1.381676664,329.17,126.5
FLIC,First Of Long Island Corp.,Financial Services,10.68,0.078651685,0,0.031310306,0.812191553,241.923548,9.21999879,0.912164817,1.195318218,13.32,7.94
FLO,"Flowers Foods, Inc.",Consumer Defensive,23.25,0.039569892,0.045454545,0.038950477,0.905780562,4853.558447,39.326817,1.553121677,0.208324559,27.95,19.23
FNF,Fidelity National Financial Inc,Financial Services,51.38,0.037368626,0.066666667,0.091379793,1.833511813,14105.65536,27.28366608,0.959953829,0.747982177,52.64,30.67
FRME,First Merchants Corp.,Financial Services,33.46,0.039290572,0.0625,0.055118199,1.317412869,1989.650954,8.965986156,0.353193799,1.208821897,37.38,22.38
FUL,H.B. Fuller Company,Basic Materials,79.8,0.010275689,N/A,N/A,0.816559106,4374.040777,30.1853669,0.315273786,1.141196602,83.41,62.04
GABC,German American Bancorp Inc,Financial Services,32.93,0.030193639,0.08,0.09694024,0.996692008,976.591244,11.37052026,0.342505845,0.817143121,34.44,24
GATX,GATX Corp.,Industrials,130.36,0.01779687,0.054545455,0.047451764,2.214529302,4587.615524,17.69913396,0.305031584,0.852171687,134.98,96.3
GBCI,"Glacier Bancorp, Inc.",Financial Services,38.38,0.034062012,0,0.105342296,1.300147003,4327.794528,19.41350544,0.646839305,1.548949255,44.06,25.94
GD,General Dynamics Corp.,Industrials,278.98,0.020359882,0.047619048,0.052918489,5.235278572,77141.3499,23.27039213,0.435547302,0.48580764,284.75,198.84
GFF,Griffon Corp.,Industrials,72.97,0.007609482,N/A,0.148698355,0.547958831,3668.636726,51.60407256,0.411999121,1.307228339,74.28,24.05
GGG,Graco Inc.,Industrials,93.51,0.010907924,0.085106383,0.097700949,0.955772123,15898.76782,31.38879081,0.325092559,1.115274447,94.77,67.93
GL,Globe Life Inc,Financial Services,116.42,0.008246006,0.084337349,0.054577943,0.897367643,10858.4405,11.18556227,0.089112973,0.536986146,132,101.62
GLW,"Corning, Inc.",Technology,32.47,0.034493379,0,0.069610376,1.10503814,27858.82995,47.94979337,1.633705116,0.914526881,35.06,24.8
GPC,Genuine Parts Co.,Consumer Cyclical,153.61,0.026039971,0.052631579,0.055727977,3.811958448,21733.28093,16.50807804,0.408570037,0.917878308,170.35,124.63
GRC,Gorman-Rupp Co.,Industrials,38.58,0.018662519,0.028571429,0.059223841,0.704305274,1020.941926,29.21066424,0.525600951,1.177879689,39.46,22.68
GS,"Goldman Sachs Group, Inc.",Financial Services,404.94,0.027164518,0.1,0.264686124,10.63088777,132024.1197,16.69711897,0.464839868,1.02454443,416.76,284.98
GWW,W.W. Grainger Inc.,Industrials,1007.74,0.007382857,0.081395349,0.052519354,7.41540435,50464.71794,27.59142588,0.203106117,0.915613269,1034.18,619.9
HBAN,"Huntington Bancshares, Inc.",Financial Services,13.37,0.046372476,0,0.020565146,0.597768549,19299.5,10.62162906,0.48207141,1.333686306,13.74,8.22
HBNC,Horizon Bancorp Inc (IN),Financial Services,12.31,0.051990252,0,0.098560543,0.614833794,542.126328,19.37480177,0.96338733,1.705532092,14.46,7.06
HD,"Home Depot, Inc.",Consumer Cyclical,383.51,0.023467445,0.076555024,0.105932757,8.441913101,386773.6359,25.54141424,0.558697095,1.034182299,396.87,269.93
HEI,Heico Corp.,Industrials,190.43,0.001050255,N/A,N/A,0.199943769,23593.78451,55.47993262,0.065555334,0.900323729,200.64,153.46
HFWA,Heritage Financial Corp.,Financial Services,18.43,0.046858126,0.045454545,0.038950477,0.857503707,634.190636,10.26946216,0.490002118,1.126664494,22,13.77
HI,Hillenbrand Inc,Industrials,49.42,0.018008903,0.011363636,0.011631035,0.878502899,3454.975362,6.381557743,0.114091286,1.318661133,52.87,36.82
HIFS,Hingham Institution For Savings,Financial Services,168,0.015,0,0.009805798,2.494379723,351.63882,0,N/A,1.405999335,233.65,146.08
HIG,Hartford Financial Services Group Inc.,Financial Services,100.67,0.018674878,0.105882353,0.093944579,1.775886886,29782.58201,11.99459606,0.222821441,0.526291988,101.37,65.04
HII,Huntington Ingalls Industries Inc,Industrials,290.8,0.017881706,0.048387097,0.086147933,5.042619505,11587.46902,17.015373,0.29540829,0.748835975,299.5,184.45
HMN,Horace Mann Educators Corp.,Financial Services,35.74,0.038052602,0.03030303,0.034113514,1.310279518,1441.794006,32.03986681,1.202091301,0.565765209,37.92,26.96
HNI,HNI Corp.,Industrials,44.62,0.028686688,0,0.009648089,1.264397097,2102.387311,42.73144942,1.170738053,0.948223312,45.2,23.89
HOMB,Home Bancshares Inc,Financial Services,23.63,0.030469742,0,0.067249182,0.711489025,4704.572256,11.97308485,0.36674692,1.169451415,25.61,19.13
HON,Honeywell International Inc,Industrials,198.48,0.021765417,0.048543689,0.037137289,4.1510512,130912.4551,23.13758486,0.49008869,0.81560758,208.31,170.95
HPQ,HP Inc,Technology,29.88,0.036813922,0.049904762,0.11461104,1.06203894,29470.99537,8.673041603,0.313285823,0.975839709,33,24.77
HR,Healthcare Realty Trust Inc,Real Estate,13.45,0.092193309,0,0.00491022,1.200852442,5077.329242,N/A,N/A,0.977990529,19.08,12.77
