Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
KW,Kennedy-Wilson Holdings Inc,Real Estate,16.44,0.057101452,0,0.047831688,0.938747874,2291.58536,N/A,N/A,1.21462945,19.64,13.35
UGI,UGI Corp.,Utilities,26.48,0.056646526,0.041666667,0.075998297,1.430375603,5543.013887,N/A,N/A,0.95989144,42.19,25.58
PFC,Premier Financial Corp,N/A,21.34,0.054704174,0.033333333,0.12767137,1.167387074,762.441196,8.122396067,0.443873412,1.006904237,29.19,13.6
MMM,3M Co.,Industrials,110.56,0.054269175,0.006711409,0.019789345,5.857797386,61028.28306,N/A,N/A,1.031222037,144.86,92.38
SASR,Sandy Spring Bancorp,Financial Services,24.4,0.054010751,0,0.039594988,1.317862314,1093.986102,6.322340003,0.3423019,0.958964803,40.38,19.15
NNN,NNN REIT Inc,Real Estate,42.44,0.053251649,0.027272727,0.024744719,1.629488696,7727.780768,22.53450627,0.848692029,,47.13,36.63
NUS,"Nu Skin Enterprises, Inc.",Consumer Defensive,29.74,0.052454607,0.012987013,0.013338046,1.526139818,1484.182879,19.16607968,0.990999882,1.030664879,45.47,28.14
PRU,Prudential Financial Inc.,Financial Services,96.34,0.051899523,0.041666667,0.067907166,4.802681798,35164.1,1850.742105,93.43738907,1.088891963,106.74,74.22
PM,Philip Morris International Inc,Consumer Defensive,98.25,0.051704835,0.016,0.021832647,4.980956089,152517.9152,19.00297972,0.963434447,0.588137818,102.84,79.66
LYB,LyondellBasell Industries NV,Basic Materials,97.76,0.051145663,0.050420168,0.045639553,4.741145913,31798.80002,10.49119103,0.512556315,0.944754679,99.26,69.6
WSBC,"Wesbanco, Inc.",Financial Services,27.62,0.050687907,0.029411765,0.03832667,1.35501384,1636.390236,9.08071494,0.448680079,0.862223988,39.6,19.36
HBAN,"Huntington Bancshares, Inc.",Financial Services,12.24,0.050653595,0,0.020565146,0.600912677,17722.08099,7.79335136,0.387685598,1.106999472,14.96,8.87
HBNC,Horizon Bancorp Inc (IN),Financial Services,12.13,0.050552937,0,0.098560543,0.613207124,535.129906,6.07598136,0.303567883,1.007256412,18.86,7.46
O,Realty Income Corp.,Real Estate,60.78,0.050510036,0.001960784,0.007197864,2.95250484,40918.463,45.7161437,2.07922876,0.619796983,71.57,53.3
USB,U.S. Bancorp.,Financial Services,38.71,0.049599587,0.043478261,0.053435386,1.880913336,59339.35995,10.54547005,0.50157689,1.137601084,48.56,26.87
AVA,Avista Corp.,Utilities,37.51,0.049053586,0.045454545,0.043100878,1.770381807,2841.889373,20.5255776,0.946728239,0.662562841,44.64,34.52
WHR,Whirlpool Corp.,Consumer Cyclical,143.28,0.048855388,0,0.087597102,6.865819073,7854.290372,N/A,N/A,1.296885879,169.58,119.78
BMRC,Bank of Marin Bancorp,Financial Services,20.94,0.047755492,0.041666667,N/A,0.96891652,337.449817,7.406549836,0.339970709,0.852104436,34.99,12.89
CTBI,"Community Trust Bancorp, Inc.",Financial Services,38.61,0.047656048,0.1,0.040950397,1.716768919,694.350657,8.530211145,0.376484412,0.747629557,46.01,31.94
ALE,"Allete, Inc.",Utilities,56.97,0.047568896,0.042307692,0.038829454,2.612288494,3265.30135,18.02042688,0.821474369,0.690801043,65.97,46.22
EXR,Extra Space Storage Inc.,Real Estate,137.56,0.047106717,N/A,0.03267719,7.113479569,18577.35158,21.79943954,1.185579928,0.946804732,206.91,136.08
SR,Spire Inc.,Utilities,62.05,0.046414182,0.051094891,0.050611122,2.800607096,3263.645525,13.24531463,0.59714437,0.713489794,74.5,59.59
HFWA,Heritage Financial Corp.,Financial Services,18.5,0.046331169,0.047619048,0.040950397,0.85712663,648.645095,7.855223669,0.367865506,0.798203775,33.18,14.85
IBM,International Business Machines Corp.,Technology,143.33,0.046326659,0.006060606,0.011210772,6.484961152,130574.5244,64.44941973,2.934371562,0.656607963,149.31,111.28
OGE,Oge Energy Corp.,Utilities,35.99,0.046123923,0.01,0.025563305,1.629175396,1453.231033,3.423394659,0.772121041,0.700353952,41.04,32.2
PFE,Pfizer Inc.,Healthcare,35.61,0.046054479,0.025,0.038152103,1.604421581,201029.383,6.919640059,0.316453961,0.549312872,53.25,34.96
NWN,Northwest Natural Holding Co,Utilities,42.25,0.04591716,0.005181347,0.004175511,1.440317302,1519.547149,14.93632623,0.496661139,,52.96,41.1
CUBE,CubeSmart,Real Estate,42.72,0.04588015,0.139534884,0.103100204,1.869786586,9598.220109,27.37077773,1.206313927,0.902284123,48.84,35.6
FITB,Fifth Third Bancorp,Financial Services,28.81,0.045817425,0.1,0.128881321,1.284299961,19611.42871,8.205618707,0.372260858,1.297932085,36.65,21.3
PNC,PNC Financial Services Group Inc,Financial Services,135.43,0.045780108,0.033333333,0.102863131,5.946762488,54051.19901,9.08118263,0.407033709,1.16912025,168.89,108.99
FNF,Fidelity National Financial Inc,Financial Services,39.32,0.04577823,0.022727273,0.084471771,1.755729424,10702.55948,15.73905806,0.699493794,0.997905581,44.32,31.43
NWE,Northwestern Corp.,Utilities,55.99,0.04572245,0.015873016,0.030774003,2.478589815,3361.740886,19.12622968,0.828959804,0.551946936,59.93,46.58
ASB,Associated Banc-Corp.,Financial Services,18.43,0.045577862,0.05,0.069610376,0.81626897,2781.475689,7.284420106,0.322635957,1.118799309,24.72,14.27
DUK,Duke Energy Corp.,Utilities,92.15,0.044492675,0.020304569,0.016179498,3.959187147,71015.55591,29.83846887,1.281290339,0.603691482,110.24,81.23
BBY,Best Buy Co. Inc.,Consumer Cyclical,82.77,0.044460553,0.045454545,0.153758896,3.538313046,18061.28598,13.66209227,0.598699331,1.208591038,91.12,58.71
HNI,HNI Corp.,Industrials,28.95,0.044214162,0,0.016402191,1.259116631,1207.193722,10.84416128,0.475138351,1.036807918,34.99,24.32
HMN,Horace Mann Educators Corp.,Financial Services,29.94,0.044088176,0.03125,0.029754779,1.280915492,1222.856755,N/A,N/A,0.517337795,38.98,28.22
BIP,Brookfield Infrastructure Partners L.P,Utilities,34.93,0.043801889,N/A,N/A,1.611541701,16024.04808,0,N/A,0.81217047,42.36,29.69
UBSI,"United Bankshares, Inc.",Financial Services,33.08,0.043530834,0,0.011497274,1.4076571,4463.609012,11.26405989,0.478794932,0.97967212,42.44,27.1
FRT,Federal Realty Investment Trust.,Real Estate,101.23,0.042675096,0.009345794,0.011497274,4.249196208,8251.803638,0,N/A,0.924043966,112.56,83.65
PNW,Pinnacle West Capital Corp.,Utilities,82.28,0.042294604,0.017647059,0.032406705,3.404717828,9318.703515,20.11162971,0.834489664,0.69435391,85.14,56.39
BKH,Black Hills Corporation,Utilities,59.2,0.04222973,0.050420168,0.056421622,2.434807732,3962.468883,15.54244595,0.624309675,0.724956587,77.51,56.75
BEN,"Franklin Resources, Inc.",Financial Services,28.79,0.041681139,0.034482759,0.054577943,1.17014435,14365.57144,18.30942064,0.731340219,1.416948541,33.59,19.56
EIX,Edison International,Utilities,71.04,0.041525901,0.053571429,0.040402363,2.866603487,27228.83415,28.63179196,1.155888503,0.829509665,74.23,52.7
UDR,UDR Inc,Real Estate,40.5,0.041481481,0.105263158,0.054250739,1.949435221,13343.94826,30.18801583,1.44402609,0.933380995,48.67,36.07
SBSI,Southside Bancshares Inc,Financial Services,33.85,0.041358936,0.029411765,0.024569138,1.347551106,1033.501599,9.791954212,0.403458415,0.722469106,40.2,25.38
EVRG,Evergy Inc,Utilities,59.5,0.041176471,0.069868996,0.058935852,1.143047718,13666.01635,17.68376856,0.340192773,0.656904908,68.58,51.92
STAG,STAG Industrial Inc,Real Estate,36,0.040833333,0,0.002744079,1.323106736,6467.915484,33.34423935,1.225098829,,38.83,25.79
TRN,"Trinity Industries, Inc.",Industrials,25.58,0.040656763,0.130434783,0.148698355,0.995168543,2075.787532,31.83723208,1.27634801,1.181899764,30.74,19.87
MDU,MDU Resources Group Inc,Basic Materials,21.97,0.040509786,N/A,N/A,0.674215128,4473.935055,11.95986691,0.366421265,0.776967468,22.55,18.13
TROW,T. Rowe Price Group Inc.,Financial Services,121.09,0.040300603,0.016666667,0.117512419,4.722827734,27159.89354,17.98073058,0.703849141,1.660981773,132.76,89.54
TMP,Tompkins Financial Corp,Financial Services,59.64,0.040241449,0.052631579,0.037137289,2.334893604,865.905765,10.69732618,0.414723553,0.870531646,80.91,46.69
MCY,Mercury General Corp.,Financial Services,31.65,0.040126382,N/A,N/A,1.250358463,1752.49617,N/A,N/A,0.626631107,38.63,25.87
POR,Portland General Electric Co,Utilities,47.61,0.039907582,0.049723757,0.055545892,1.805815942,4813.109812,21.68067483,0.752423309,0.775243113,54.24,40.37
FRME,First Merchants Corp.,Financial Services,31.88,0.039785477,0.0625,0.090966079,1.26836102,1902.633309,8.072027172,0.319486403,0.92174604,43.23,23.89
ARE,Alexandria Real Estate Equities Inc.,Real Estate,122.06,0.03965263,0.050847458,0.059223841,4.767336756,21119.82405,37.83870409,1.427346334,1.01620579,169.07,107.61
DLR,Digital Realty Trust Inc,Real Estate,123.39,0.039549396,0,0.038502847,4.796601169,36677.9186,110.3410557,4.360546517,1.259656812,129.31,82.87
AEP,American Electric Power Company Inc.,Utilities,84.03,0.039509699,0.064102564,0.060076679,3.204681825,43290.24298,21.79551051,0.83238489,0.679435729,101.8,77.41
NHC,National Healthcare Corp.,Healthcare,59.85,0.039431913,0.035087719,0.033656884,2.251128658,916.928514,48.64342247,1.845187424,0.533966949,68.45,50.07
SO,Southern Company,Utilities,71.28,0.039281706,0.029411765,0.031310306,2.699977445,77723.89305,23.17349226,0.876616054,0.62839437,78.16,57.7
SPTN,SpartanNash Co,Consumer Defensive,22.21,0.038721297,0.023809524,0.036175194,0.832609592,771.5754,29.49221772,1.152241339,0.571030732,36.45,20.2
IFF,International Flavors & Fragrances Inc.,Basic Materials,84.32,0.038425047,0.025316456,0.021015727,3.192989756,21509.30331,N/A,N/A,1.076012099,124.6,75.18
ES,Eversource Energy,Utilities,70.35,0.038379531,0.058823529,0.059747691,2.591370853,24541.02344,16.89468965,0.621431859,0.714497689,91.36,67.79
SFNC,Simmons First National Corp.,Financial Services,19.87,0.038350166,0.052631579,0.059223841,0.762017806,2529.995597,10.67932259,0.411901517,1.056833398,24.48,14.37
STT,State Street Corp.,Financial Services,72.13,0.038264245,0.105263158,0.060348285,3.107574528,22983.52628,8.785751637,0.420510762,1.284173509,93.13,57.16
ESS,"Essex Property Trust, Inc.",Real Estate,244.04,0.037862645,0.05,0.044286845,8.881329265,15663.29351,29.48889788,1.080453682,0.915104199,288.32,190.89
NFG,National Fuel Gas Co.,Energy,52.31,0.037851271,0.042105263,0.030963414,1.894809656,4802.267031,8.324695392,0.302685249,0.815950963,72.19,48.79
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,148.01,0.037835281,0.12,0.078378847,5.378595891,17269.35774,29.07534235,1.05050701,0.928194899,183.49,136.16
KALU,Kaiser Aluminum Corp,Basic Materials,81.8,0.037652812,0,0.069610376,2.26611463,1309.876815,127.1725063,3.512811393,,94.37,56.72
SWX,Southwest Gas Holdings Inc,Utilities,65.89,0.037638488,0,0.035804204,2.442526512,4700.331346,N/A,N/A,0.737450078,81.15,53.2
MAN,ManpowerGroup,Industrials,78.44,0.037480877,N/A,N/A,2.802240628,3955.422578,10.98728494,0.4055341,1.032360169,90.54,61.72
FLO,"Flowers Foods, Inc.",Consumer Defensive,24.72,0.037216828,0.045454545,0.050246073,0.878858053,5236.845233,24.5268259,0.878858053,0.369666493,29.64,23.76
CVX,Chevron Corp.,Energy,162.3,0.037215034,0.063380282,0.061577695,5.782470568,307500.6379,8.594204526,0.311723481,0.710456178,184.77,136.82
BK,Bank Of New York Mellon Corp,Financial Services,45.16,0.037201063,0.135135135,0.084471771,1.100674325,35637.28295,13.87744663,0.34831466,,51.8,35.31
LBAI,"Lakeland Bancorp, Inc.",Financial Services,15.24,0.03718257,N/A,N/A,0.566662364,990.889225,9.009967763,0.335303174,0.961503832,19.55,11.61
BMY,Bristol-Myers Squibb Co.,Healthcare,61.53,0.037055095,0.055555556,0.073403416,2.222057389,128542.5027,16.14247177,0.592548637,0.281529035,79.43,60.05
SMG,Scotts Miracle-Gro Company,Basic Materials,71.44,0.036954087,0,0.037137289,2.609994387,4005.79261,N/A,N/A,1.591084437,87.03,38.36
EMN,Eastman Chemical Co,Basic Materials,85.75,0.036851312,0.039473684,0.071242546,3.085675439,10166.15419,14.35897485,0.524774735,1.372061384,98.4,67.94
AMGN,AMGEN Inc.,Healthcare,232.12,0.036705153,0.097938144,0.100426738,7.981977311,124027.889,15.66602109,0.542253893,0.434734372,286.63,211.71
TOWN,Townebank Portsmouth VA,Financial Services,25.07,0.0366935,0.086956522,0.093362074,0.919906042,1295.584182,0,N/A,0.875125831,32.2,20.77
KMB,Kimberly-Clark Corp.,Consumer Defensive,129,0.036589147,0.017241379,0.033656884,4.617823202,43625.88577,26.56874895,0.952128495,0.499184086,146.58,105.86
K,Kellogg Co,Consumer Defensive,66.19,0.036259254,0.017241379,0.010491808,2.329330073,22511.8809,27.13777498,0.962533088,0.336910683,75.2,63.17
PEG,Public Service Enterprise Group Inc.,Utilities,63.2,0.036075949,0.055555556,0.048413171,2.18989788,31534.59672,13.59249859,0.472980104,0.796293913,67.47,51.07
WABC,Westamerica Bancorporation,Financial Services,48.96,0.035947712,0,0.009805798,1.643155443,1304.699838,9.32801291,0.315991431,0.811187592,61.98,34.73
CNS,Cohen & Steers Inc.,Financial Services,63.61,0.035843421,0.036363636,0.096262279,2.199643787,3124.351517,19.01174115,0.66055369,1.205617761,77.42,50.46
INDB,Independent Bank Corp.,Financial Services,59.05,0.035729129,0.078431373,0.076752326,2.109805052,2605.581427,9.580646732,0.355186036,0.815416042,88.14,42.25
NJR,New Jersey Resources Corporation,Utilities,43.88,0.035551504,0.075862069,0.059223841,1.541726766,4254.800329,14.48477182,0.508820715,0.736744034,55.39,37.19
ORI,Old Republic International Corp.,Financial Services,27.69,0.035391838,N/A,0.041423127,0.936495128,8106.788009,13.9772207,0.485230636,0.720589049,27.85,19.7
UPS,"United Parcel Service, Inc.",Industrials,185.5,0.034932615,0.065789474,0.122263206,6.169326211,160442.3183,12.47070133,0.498732919,1.010473223,201.88,149.32
PLOW,Douglas Dynamics Inc,Consumer Cyclical,33.06,0.034903686,0.017241379,0.021680792,1.153915849,759.849883,26.50700771,0.923132679,0.917021858,40.62,25.24
PB,Prosperity Bancshares Inc.,Financial Services,63.18,0.034821146,0.057692308,0.088458907,2.141837015,5956.596311,11.30532776,0.371202256,0.851490485,77.35,54.45
WEC,WEC Energy Group Inc,Utilities,89.61,0.034817543,0.072164948,0.071402028,2.967892611,28266.5784,20.94286019,0.695056818,0.656767875,104.75,78.24
ED,"Consolidated Edison, Inc.",Utilities,93.34,0.034711806,0.025316456,0.025264206,3.159796181,32346.06227,12.98517152,0.450755518,0.542630708,100.09,76.1
TSN,"Tyson Foods, Inc.",Consumer Defensive,55.32,0.034707158,0.043478261,0.098560543,1.876320043,19894.7316,10.48401499,0.446742867,0.655520657,85.24,46.68
CFR,Cullen Frost Bankers Inc.,Financial Services,107.65,0.034184858,0.16,0.053631849,3.463355884,6902.852899,10.04412189,0.325197736,0.87965293,158.59,92.55
SON,Sonoco Products Co.,Consumer Cyclical,59.71,0.034165131,0.040816327,0.04461742,1.963391337,5848.93419,11.71138332,0.388022003,0.827137057,64.85,53.32
XOM,Exxon Mobil Corp.,Energy,106.62,0.034139936,0.034090909,0.021046469,3.566306815,431063.0549,6.987567757,0.240641486,0.711432646,118.89,81.87
LNT,Alliant Energy Corp.,Utilities,53.3,0.033958724,0.058479532,0.06197613,1.314502247,13398.9691,20.3941691,0.503640708,,62.5,45.64
HCSG,"Healthcare Services Group, Inc.",Healthcare,12.53,0.033953497,N/A,N/A,0.425437315,929.66335,24.61836586,0.838795968,1.040885606,15.97,11.55
DTE,DTE Energy Co.,Utilities,113.15,0.033672117,0.076271186,0.001582286,3.696126039,23328.76767,18.01449241,0.576618727,0.659173535,132.46,98.13
FCBC,First Community Bankshares Inc.,Financial Services,33.82,0.033466886,0.074074074,0.066683901,1.131850092,650.515423,13.29508928,0.379815467,0.684811595,38.1,22.01
GLW,"Corning, Inc.",Technology,33.74,0.033195021,0.037037037,0.092388464,1.093433527,28779.61002,45.75454692,1.491113496,1.014225276,36.83,28.51
OZK,Bank OZK,Financial Services,43.41,0.03317208,N/A,N/A,1.345981538,5277.665254,9.016332682,0.273018567,1.316179519,47.64,30.19
FAF,First American Financial Corp,Financial Services,62.83,0.033105205,0.019607843,0.043640227,2.050653499,6476.921025,26.94226716,0.895481877,1.092359621,64.36,42.3
XEL,"Xcel Energy, Inc.",Utilities,62.85,0.03309467,0.066666667,0.06474093,1.979598108,34663.83284,19.99067638,0.628443844,0.685926505,74.77,55.13
TGT,Target Corp,Consumer Defensive,132.99,0.033085194,0,0.110321517,4.271275221,61382.8128,22.55891687,0.727644842,1.091459629,179.35,125.08
PFG,Principal Financial Group Inc,Financial Services,79.09,0.032873941,0,0.038438595,2.508657622,19201.05458,4.470247615,0.146107025,1.074177517,92.88,63.54
PKG,Packaging Corp Of America,Consumer Cyclical,153.1,0.032658393,0,0.096116169,4.929257622,13768.61752,14.36925227,0.471699294,0.886611225,155.4,106.43
WAFD,Washington Federal Inc.,Financial Services,30.65,0.032626427,0.041666667,0.067907166,0.961659843,2016.53142,7.538209775,0.235124656,0.98592684,37.92,23.46
CBU,"Community Bank System, Inc.",Financial Services,55.17,0.032626427,0.023255814,0.029754779,1.738351789,2964.217124,20.24835288,0.643833996,0.908891906,70.62,42.1
RBCAA,"Republic Bancorp, Inc. (KY)",Financial Services,46.01,0.032601608,0.096774194,0.090966079,1.404024173,809.241088,8.866257864,0.308576741,0.754704614,47.97,36.63
SRE,Sempra Energy,Utilities,147.24,0.032328172,0.03930131,0.058631434,4.614992249,46329.4821,18.90227748,0.594715496,0.697164553,171.16,133.35
CMS,CMS Energy Corporation,Utilities,60.43,0.032268741,0.059782609,0.063995313,1.872781414,17629.04279,24.21571812,0.749112566,0.640671596,69.49,51.16
AXS,Axis Capital Holdings Ltd,Financial Services,55.13,0.031924542,0.023255814,0.024418974,1.728557646,4697.070983,20.99437261,0.662282623,0.729101926,62.94,47.06
HPQ,HP Inc,Technology,32.95,0.031866464,0.05,0.135103959,1.023927798,32487.25396,12.16751085,0.387851439,1.297509358,34.08,23.43
CLX,Clorox Co.,Consumer Defensive,151.72,0.031637226,N/A,N/A,3.513467183,18756.16106,253.461636,5.879295821,0.483512646,178.21,121.62
ALL,Allstate Corp (The),Financial Services,113.03,0.031496063,0.047058824,0.141107172,3.441978984,29710.15195,N/A,N/A,0.702936821,140.03,100.57
MDT,Medtronic Plc,Healthcare,87.68,0.031478102,0.014705882,0.066536732,2.696685302,116649.9479,31.04043319,0.956271384,0.715429316,92.48,73.88
SWK,Stanley Black & Decker Inc,Industrials,103.98,0.031159838,0.012658228,0.039224102,3.152475273,15923.77909,22.28348599,0.673605828,1.532738374,104.21,68.18
IDA,"Idacorp, Inc.",Utilities,101.47,0.03114221,0.053333333,0.046302609,3.143153308,5135.154288,19.10257529,0.593047794,0.645844206,113.41,91.5
GS,"Goldman Sachs Group, Inc.",Financial Services,357.72,0.030750308,0.25,0.255943216,9.891995406,118923.3283,11.86859563,0.352404539,0.923890167,381.38,281.7
MNRO,Monro Inc,Consumer Cyclical,36.06,0.030613511,0,0.069610376,1.103923224,1132.933368,32.4827504,1.0127736,0.715539502,54.64,36
CASS,Cass Information Systems Inc,Industrials,38.19,0.030374444,0.035714286,0.022080094,1.132008587,523.832829,15.51499658,0.463937946,0.757388703,50.41,32.6
UNM,Unum Group,Financial Services,48.63,0.03002262,0.106060606,0.070197429,0.98198938,9583.450395,6.753664831,0.13909198,,49.5,33.7
PRGO,Perrigo Company plc,Healthcare,36.35,0.029986245,0.05,0.075181565,1.053363981,4919.094538,N/A,N/A,0.598684247,42.56,30.29
KO,Coca-Cola Co,Consumer Defensive,61.77,0.029787923,0.045454545,0.033567025,1.780171743,267114.779,25.41529772,0.735608158,0.522749509,64.5,52.82
HOMB,Home Bancshares Inc,Financial Services,24.29,0.029641828,0.090909091,0.084471771,0.682117971,4925.982658,14.34757802,0.406022602,0.994571216,25.65,19.6
CSCO,"Cisco Systems, Inc.",Technology,52.66,0.029624003,0.026315789,0.033975227,1.525742461,214592.5624,18.70902898,0.548828224,0.852962881,53.89,37.73
THG,Hanover Insurance Group Inc,Financial Services,113.4,0.028571429,0.08,N/A,3.148775897,4051.353802,N/A,N/A,0.671409702,146.77,108.71
EGP,"Eastgroup Properties, Inc.",Real Estate,175.7,0.028457598,0.136363636,0.116645971,4.942905215,7976.578296,48.45949525,1.318108057,0.994265398,188.85,134.25
SJM,J.M. Smucker Co.,Consumer Defensive,149.67,0.02832899,0,0.037137289,4.0256929,15273.31657,N/A,N/A,0.228738008,160.91,126.22
PAYX,Paychex Inc.,Industrials,125.81,0.028296638,N/A,N/A,3.205141238,45360.26458,29.12750567,0.745381683,1.007688216,135.31,102.51
JNJ,Johnson & Johnson,Healthcare,168.89,0.028184025,0.053097345,0.057452554,4.531454556,438939.9747,34.49701153,0.944053033,0.331547942,178.4,148.99
THFF,First Financial Corp. - Indiana,Financial Services,38.41,0.028117678,N/A,N/A,1.063577498,463.450758,7.004470008,0.1944383,0.59588722,47.81,30.06
R,"Ryder System, Inc.",Industrials,101.57,0.027961012,N/A,N/A,2.453792726,4624.204001,8.141376229,0.209011305,0.891880894,103.81,64.33
TXN,Texas Instruments Inc.,Technology,178.37,0.027807367,0.07826087,0.099983554,3.673621468,161953.9537,21.17045147,0.441010981,,188.12,141.6
MRK,Merck & Co Inc,Healthcare,105.28,0.027735562,0.057971014,0.087467595,2.851511142,267141.2572,20.50201514,0.55693577,0.273347873,118.86,82.7
CINF,Cincinnati Financial Corp.,Financial Services,108.41,0.027672724,0.086956522,0.07190693,2.834295395,17004.77652,12.55891915,0.330722917,1.019889171,127.81,86.16
WTRG,Essential Utilities Inc,Utilities,41.72,0.027564717,0,0.055571258,1.133191297,11029.91307,24.11990744,0.651259366,0.726147674,51.08,37.51
AUB,Atlantic Union Bankshares Corp,Financial Services,31.84,0.027549342,0,0.054577943,0.87717105,2387.828064,11.12661897,0.305634512,1.131233085,40.56,23.05
BLK,Blackrock Inc.,Financial Services,732.26,0.027312703,0.024590164,0.098209341,19.54964236,109665.2018,22.38522183,0.606002553,1.364926905,770.48,492.46
SRCE,1st Source Corp.,Financial Services,47.05,0.027205101,0,0.050611122,1.255508335,1161.564801,9.201460753,0.245216472,0.843603973,57.54,38.25
HRL,Hormel Foods Corp.,Consumer Defensive,40.59,0.027100271,0.057692308,0.079608473,1.074243389,22174.317,23.74741715,0.631907876,0.312113784,50.39,37.26
PEP,PepsiCo Inc,Consumer Defensive,186.82,0.027084895,0.1,0.064033549,4.645091212,257172.7897,32.55351769,0.813501088,0.44612319,194.16,156.71
AGM,Federal Agricultural Mortgage Corp.,Financial Services,162.84,0.027020388,0.157894737,0.136561494,4.054568024,1650.701682,10.99170767,0.294022337,0.992356957,163.51,95.46
TRNO,Terreno Realty Corp,Real Estate,58.85,0.026914858,0.176470588,0.107566343,1.583939377,4899.739715,24.40048661,0.606873325,0.920809145,66.15,49.34
RTX,RTX Corp,Industrials,87.97,0.026827327,0.072727273,N/A,2.220766812,128041.6496,23.02079281,0.589062815,0.650107385,107.58,78.88
JPM,JPMorgan Chase & Co.,Financial Services,157.18,0.026720957,0,0.045639553,3.977150729,459325.3078,11.41464483,0.293300201,0.904503008,159.38,99.75
DFS,Discover Financial Services,Financial Services,104.82,0.026712459,N/A,N/A,2.47779422,26199.54894,6.844187289,0.172069043,1.267442889,122.5,86.08
LMT,Lockheed Martin Corp.,Industrials,451.28,0.02659103,0.071428571,0.084471771,11.6878941,113646.5022,16.09723827,0.427033033,0.419662969,504.7,374.29
NI,NiSource Inc,Utilities,27.48,0.026513161,0.063829787,0.05094764,0.72858167,11350.97726,17.32444636,0.492284912,,31.01,23.14
WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,138.46,0.026000289,0.153846154,0.159190493,4.095941786,8892.22935,8.630534289,0.268762584,1.437372688,172.13,107
RHI,Robert Half Inc,Industrials,73.92,0.025974026,0.11627907,0.113824179,1.803151472,7965.828394,13.02276236,0.319141853,1.082971154,88.62,64.19
